x,yPrime
-9.24,1.54057e-36
-9.23,1.85108e-36
-9.22,2.22373e-36
-9.21,2.67086e-36
-9.2,3.20725e-36
-9.19,3.85059e-36
-9.18,4.62205e-36
-9.17,5.54695e-36
-9.16,6.65559e-36
-9.15,7.9842e-36
-9.14,9.5761e-36
-9.13,1.14831e-35
-9.12,1.37671e-35
-9.11,1.6502e-35
-9.1,1.97763e-35
-9.09,2.36955e-35
-9.08,2.83857e-35
-9.07,3.39974e-35
-9.06,4.07102e-35
-9.05,4.87388e-35
-9.04,5.83389e-35
-9.03,6.9816e-35
-9.02,8.35341e-35
-9.01,9.99276e-35
-9,1.19514e-34
-8.99,1.42911e-34
-8.98,1.70854e-34
-8.97,2.0422e-34
-8.96,2.44052e-34
-8.95,2.91594e-34
-8.94,3.48329e-34
-8.93,4.16017e-34
-8.92,4.9676e-34
-8.91,5.93054e-34
-8.9,7.07871e-34
-8.89,8.44747e-34
-8.88,1.00789e-33
-8.87,1.20229e-33
-8.86,1.43391e-33
-8.85,1.70979e-33
-8.84,2.03835e-33
-8.83,2.42956e-33
-8.82,2.89527e-33
-8.81,3.44955e-33
-8.8,4.10911e-33
-8.79,4.8938e-33
-8.78,5.82717e-33
-8.77,6.93716e-33
-8.76,8.25692e-33
-8.75,9.82577e-33
-8.74,1.16904e-32
-8.73,1.3906e-32
-8.72,1.65382e-32
-8.71,1.96647e-32
-8.7,2.33776e-32
-8.69,2.77859e-32
-8.68,3.30188e-32
-8.67,3.92293e-32
-8.66,4.65986e-32
-8.65,5.5341e-32
-8.64,6.57104e-32
-8.63,7.80071e-32
-8.62,9.25862e-32
-8.61,1.09868e-31
-8.6,1.30349e-31
-8.59,1.54617e-31
-8.58,1.83367e-31
-8.57,2.17418e-31
-8.56,2.57741e-31
-8.55,3.05481e-31
-8.54,3.6199e-31
-8.53,4.28866e-31
-8.52,5.07995e-31
-8.51,6.01603e-31
-8.5,7.12316e-31
-8.49,8.43234e-31
-8.48,9.98012e-31
-8.47,1.18096e-30
-8.46,1.39717e-30
-8.45,1.65263e-30
-8.44,1.9544e-30
-8.43,2.31081e-30
-8.42,2.73166e-30
-8.41,3.22851e-30
-8.4,3.81497e-30
-8.39,4.50704e-30
-8.38,5.32359e-30
-8.37,6.28681e-30
-8.36,7.42282e-30
-8.35,8.76233e-30
-8.34,1.03415e-29
-8.33,1.22028e-29
-8.32,1.43962e-29
-8.31,1.69804e-29
-8.3,2.00245e-29
-8.29,2.36095e-29
-8.28,2.78308e-29
-8.27,3.28002e-29
-8.26,3.86491e-29
-8.25,4.55319e-29
-8.24,5.36296e-29
-8.23,6.31546e-29
-8.22,7.43564e-29
-8.21,8.75275e-29
-8.2,1.03011e-28
-8.19,1.21209e-28
-8.18,1.42593e-28
-8.17,1.67715e-28
-8.16,1.97225e-28
-8.15,2.3188e-28
-8.14,2.72569e-28
-8.13,3.20333e-28
-8.12,3.76392e-28
-8.11,4.42172e-28
-8.1,5.19343e-28
-8.09,6.0986e-28
-8.08,7.16008e-28
-8.07,8.40463e-28
-8.06,9.86352e-28
-8.05,1.15733e-27
-8.04,1.35768e-27
-8.03,1.59238e-27
-8.02,1.86728e-27
-8.01,2.1892e-27
-8,2.5661e-27
-7.99,3.00728e-27
-7.98,3.5236e-27
-7.97,4.12774e-27
-7.96,4.83448e-27
-7.95,5.66109e-27
-7.94,6.6277e-27
-7.93,7.75779e-27
-7.92,9.07874e-27
-7.91,1.06225e-26
-7.9,1.24262e-26
-7.89,1.45333e-26
-7.88,1.69942e-26
-7.87,1.98678e-26
-7.86,2.32227e-26
-7.85,2.71386e-26
-7.84,3.17085e-26
-7.83,3.70403e-26
-7.82,4.326e-26
-7.81,5.0514e-26
-7.8,5.89723e-26
-7.79,6.88332e-26
-7.78,8.03266e-26
-7.77,9.37203e-26
-7.76,1.09325e-25
-7.75,1.27503e-25
-7.74,1.48673e-25
-7.73,1.73322e-25
-7.72,2.02018e-25
-7.71,2.35418e-25
-7.7,2.74284e-25
-7.69,3.19503e-25
-7.68,3.72101e-25
-7.67,4.3327e-25
-7.66,5.04393e-25
-7.65,5.87074e-25
-7.64,6.83169e-25
-7.63,7.94833e-25
-7.62,9.24563e-25
-7.61,1.07525e-24
-7.6,1.25024e-24
-7.59,1.45342e-24
-7.58,1.68928e-24
-7.57,1.96302e-24
-7.56,2.28065e-24
-7.55,2.64915e-24
-7.54,3.07656e-24
-7.53,3.57221e-24
-7.52,4.14688e-24
-7.51,4.81302e-24
-7.5,5.58504e-24
-7.49,6.4796e-24
-7.48,7.51591e-24
-7.47,8.71621e-24
-7.46,1.01062e-23
-7.45,1.17154e-23
-7.44,1.35781e-23
-7.43,1.57339e-23
-7.42,1.82282e-23
-7.41,2.11137e-23
-7.4,2.4451e-23
-7.39,2.83101e-23
-7.38,3.27716e-23
-7.37,3.79287e-23
-7.36,4.38884e-23
-7.35,5.07743e-23
-7.34,5.87287e-23
-7.33,6.79155e-23
-7.32,7.85236e-23
-7.31,9.07703e-23
-7.3,1.04906e-22
-7.29,1.21218e-22
-7.28,1.40039e-22
-7.27,1.61749e-22
-7.26,1.86787e-22
-7.25,2.15657e-22
-7.24,2.4894e-22
-7.23,2.873e-22
-7.22,3.31505e-22
-7.21,3.82435e-22
-7.2,4.41099e-22
-7.19,5.0866e-22
-7.18,5.86451e-22
-7.17,6.76001e-22
-7.16,7.79069e-22
-7.15,8.97669e-22
-7.14,1.03412e-21
-7.13,1.19106e-21
-7.12,1.37155e-21
-7.11,1.57907e-21
-7.1,1.81762e-21
-7.09,2.09179e-21
-7.08,2.40682e-21
-7.07,2.76875e-21
-7.06,3.18445e-21
-7.05,3.66183e-21
-7.04,4.20991e-21
-7.03,4.83906e-21
-7.02,5.56111e-21
-7.01,6.3896e-21
-7,7.34004e-21
-6.99,8.43015e-21
-6.98,9.6802e-21
-6.97,1.11134e-20
-6.96,1.27562e-20
-6.95,1.46388e-20
-6.94,1.67959e-20
-6.93,1.9267e-20
-6.92,2.20972e-20
-6.91,2.5338e-20
-6.9,2.90482e-20
-6.89,3.32949e-20
-6.88,3.81548e-20
-6.87,4.37153e-20
-6.86,5.0076e-20
-6.85,5.73506e-20
-6.84,6.56687e-20
-6.83,7.5178e-20
-6.82,8.6047e-20
-6.81,9.84675e-20
-6.8,1.12658e-19
-6.79,1.28868e-19
-6.78,1.4738e-19
-6.77,1.68517e-19
-6.76,1.92647e-19
-6.75,2.20187e-19
-6.74,2.51613e-19
-6.73,2.87467e-19
-6.72,3.28364e-19
-6.71,3.75003e-19
-6.7,4.28179e-19
-6.69,4.88797e-19
-6.68,5.57885e-19
-6.67,6.36608e-19
-6.66,7.26293e-19
-6.65,8.28445e-19
-6.64,9.44774e-19
-6.63,1.07722e-18
-6.62,1.22798e-18
-6.61,1.39957e-18
-6.6,1.5948e-18
-6.59,1.8169e-18
-6.58,2.06951e-18
-6.57,2.35677e-18
-6.56,2.68336e-18
-6.55,3.05459e-18
-6.54,3.47647e-18
-6.53,3.95581e-18
-6.52,4.50034e-18
-6.51,5.11879e-18
-6.5,5.82105e-18
-6.49,6.61832e-18
-6.48,7.52326e-18
-6.47,8.5502e-18
-6.46,9.71536e-18
-6.45,1.10371e-17
-6.44,1.2536e-17
-6.43,1.42357e-17
-6.42,1.61626e-17
-6.41,1.83465e-17
-6.4,2.08213e-17
-6.39,2.36252e-17
-6.38,2.68012e-17
-6.37,3.0398e-17
-6.36,3.44706e-17
-6.35,3.90809e-17
-6.34,4.42988e-17
-6.33,5.02032e-17
-6.32,5.68831e-17
-6.31,6.44387e-17
-6.3,7.29831e-17
-6.29,8.26438e-17
-6.28,9.35643e-17
-6.27,1.05906e-16
-6.26,1.19852e-16
-6.25,1.35607e-16
-6.24,1.53402e-16
-6.23,1.73496e-16
-6.22,1.96183e-16
-6.21,2.21792e-16
-6.2,2.50693e-16
-6.19,2.83302e-16
-6.18,3.20088e-16
-6.17,3.61578e-16
-6.16,4.08363e-16
-6.15,4.61107e-16
-6.14,5.20559e-16
-6.13,5.87557e-16
-6.12,6.63044e-16
-6.11,7.48077e-16
-6.1,8.43844e-16
-6.09,9.51678e-16
-6.08,1.07307e-15
-6.07,1.20971e-15
-6.06,1.36347e-15
-6.05,1.53646e-15
-6.04,1.73105e-15
-6.03,1.94989e-15
-6.02,2.19594e-15
-6.01,2.47255e-15
-6,2.78343e-15
-5.99,3.13276e-15
-5.98,3.52522e-15
-5.97,3.96605e-15
-5.96,4.46109e-15
-5.95,5.01691e-15
-5.94,5.64084e-15
-5.93,6.34107e-15
-5.92,7.12678e-15
-5.91,8.00823e-15
-5.9,8.99686e-15
-5.89,1.01055e-14
-5.88,1.13484e-14
-5.87,1.27417e-14
-5.86,1.43031e-14
-5.85,1.60525e-14
-5.84,1.80123e-14
-5.83,2.02072e-14
-5.82,2.2665e-14
-5.81,2.54166e-14
-5.8,2.84965e-14
-5.79,3.19431e-14
-5.78,3.57993e-14
-5.77,4.01128e-14
-5.76,4.4937e-14
-5.75,5.03311e-14
-5.74,5.63613e-14
-5.73,6.31012e-14
-5.72,7.06326e-14
-5.71,7.9047e-14
-5.7,8.84458e-14
-5.69,9.8942e-14
-5.68,1.10661e-13
-5.67,1.23744e-13
-5.66,1.38345e-13
-5.65,1.54637e-13
-5.64,1.72813e-13
-5.63,1.93085e-13
-5.62,2.15693e-13
-5.61,2.40898e-13
-5.6,2.68994e-13
-5.59,3.00306e-13
-5.58,3.35195e-13
-5.57,3.74061e-13
-5.56,4.17349e-13
-5.55,4.65551e-13
-5.54,5.19215e-13
-5.53,5.78947e-13
-5.52,6.4542e-13
-5.51,7.19379e-13
-5.5,8.0165e-13
-5.49,8.93148e-13
-5.48,9.94887e-13
-5.47,1.10799e-12
-5.46,1.2337e-12
-5.45,1.37339e-12
-5.44,1.52859e-12
-5.43,1.70098e-12
-5.42,1.89243e-12
-5.41,2.105e-12
-5.4,2.34097e-12
-5.39,2.60287e-12
-5.38,2.89347e-12
-5.37,3.21586e-12
-5.36,3.57345e-12
-5.35,3.97e-12
-5.34,4.40964e-12
-5.33,4.89698e-12
-5.32,5.43708e-12
-5.31,6.03551e-12
-5.3,6.69844e-12
-5.29,7.43268e-12
-5.28,8.24572e-12
-5.27,9.14584e-12
-5.26,1.01421e-11
-5.25,1.12447e-11
-5.24,1.24646e-11
-5.23,1.3814e-11
-5.22,1.53063e-11
-5.21,1.69564e-11
-5.2,1.87806e-11
-5.19,2.07969e-11
-5.18,2.30248e-11
-5.17,2.54863e-11
-5.16,2.82052e-11
-5.15,3.12077e-11
-5.14,3.45228e-11
-5.13,3.81824e-11
-5.12,4.22212e-11
-5.11,4.66778e-11
-5.1,5.15942e-11
-5.09,5.70168e-11
-5.08,6.29965e-11
-5.07,6.95892e-11
-5.06,7.68561e-11
-5.05,8.48646e-11
-5.04,9.36884e-11
-5.03,1.03409e-10
-5.02,1.14114e-10
-5.01,1.25902e-10
-5,1.38879e-10
-4.99,1.53163e-10
-4.98,1.68882e-10
-4.97,1.86175e-10
-4.96,2.05198e-10
-4.95,2.26118e-10
-4.94,2.4912e-10
-4.93,2.74406e-10
-4.92,3.02196e-10
-4.91,3.32734e-10
-4.9,3.66282e-10
-4.89,4.03131e-10
-4.88,4.43596e-10
-4.87,4.88023e-10
-4.86,5.3679e-10
-4.85,5.9031e-10
-4.84,6.49033e-10
-4.83,7.13452e-10
-4.82,7.84104e-10
-4.81,8.61578e-10
-4.8,9.46513e-10
-4.79,1.03961e-09
-4.78,1.14163e-09
-4.77,1.2534e-09
-4.76,1.37583e-09
-4.75,1.50992e-09
-4.74,1.65674e-09
-4.73,1.81746e-09
-4.72,1.99336e-09
-4.71,2.18584e-09
-4.7,2.39642e-09
-4.69,2.62675e-09
-4.68,2.87862e-09
-4.67,3.154e-09
-4.66,3.45502e-09
-4.65,3.78399e-09
-4.64,4.14344e-09
-4.63,4.53611e-09
-4.62,4.96497e-09
-4.61,5.43327e-09
-4.6,5.94452e-09
-4.59,6.50254e-09
-4.58,7.11149e-09
-4.57,7.77588e-09
-4.56,8.50059e-09
-4.55,9.29094e-09
-4.54,1.01527e-08
-4.53,1.10921e-08
-4.52,1.2116e-08
-4.51,1.32316e-08
-4.5,1.44471e-08
-4.49,1.57709e-08
-4.48,1.72125e-08
-4.47,1.8782e-08
-4.46,2.04905e-08
-4.45,2.23498e-08
-4.44,2.43728e-08
-4.43,2.65735e-08
-4.42,2.89669e-08
-4.41,3.15694e-08
-4.4,3.43987e-08
-4.39,3.74738e-08
-4.38,4.08155e-08
-4.37,4.4446e-08
-4.36,4.83896e-08
-4.35,5.26723e-08
-4.34,5.73222e-08
-4.33,6.23698e-08
-4.32,6.78479e-08
-4.31,7.3792e-08
-4.3,8.02405e-08
-4.29,8.72345e-08
-4.28,9.48186e-08
-4.27,1.03041e-07
-4.26,1.11953e-07
-4.25,1.21612e-07
-4.24,1.32076e-07
-4.23,1.43411e-07
-4.22,1.55687e-07
-4.21,1.68979e-07
-4.2,1.83368e-07
-4.19,1.98942e-07
-4.18,2.15794e-07
-4.17,2.34025e-07
-4.16,2.53745e-07
-4.15,2.75069e-07
-4.14,2.98124e-07
-4.13,3.23045e-07
-4.12,3.49977e-07
-4.11,3.79076e-07
-4.1,4.1051e-07
-4.09,4.44459e-07
-4.08,4.81117e-07
-4.07,5.20691e-07
-4.06,5.63403e-07
-4.05,6.09494e-07
-4.04,6.5922e-07
-4.03,7.12856e-07
-4.02,7.70697e-07
-4.01,8.33059e-07
-4,9.00281e-07
-3.99,9.72728e-07
-3.98,1.05079e-06
-3.97,1.13488e-06
-3.96,1.22544e-06
-3.95,1.32296e-06
-3.94,1.42795e-06
-3.93,1.54095e-06
-3.92,1.66254e-06
-3.91,1.79337e-06
-3.9,1.93408e-06
-3.89,2.08541e-06
-3.88,2.24812e-06
-3.87,2.42301e-06
-3.86,2.61098e-06
-3.85,2.81294e-06
-3.84,3.0299e-06
-3.83,3.26292e-06
-3.82,3.51313e-06
-3.81,3.78175e-06
-3.8,4.07006e-06
-3.79,4.37945e-06
-3.78,4.71138e-06
-3.77,5.06742e-06
-3.76,5.44924e-06
-3.75,5.85862e-06
-3.74,6.29744e-06
-3.73,6.76773e-06
-3.72,7.27164e-06
-3.71,7.81144e-06
-3.7,8.38958e-06
-3.69,9.00864e-06
-3.68,9.67137e-06
-3.67,1.03807e-05
-3.66,1.11398e-05
-3.65,1.19518e-05
-3.64,1.28204e-05
-3.63,1.37493e-05
-3.62,1.47425e-05
-3.61,1.5804e-05
-3.6,1.69385e-05
-3.59,1.81507e-05
-3.58,1.94456e-05
-3.57,2.08285e-05
-3.56,2.23052e-05
-3.55,2.38815e-05
-3.54,2.5564e-05
-3.53,2.73593e-05
-3.52,2.92746e-05
-3.51,3.13174e-05
-3.5,3.34958e-05
-3.49,3.58183e-05
-3.48,3.82939e-05
-3.47,4.0932e-05
-3.46,4.37428e-05
-3.45,4.67368e-05
-3.44,4.99254e-05
-3.43,5.33203e-05
-3.42,5.69343e-05
-3.41,6.07806e-05
-3.4,6.48731e-05
-3.39,6.92268e-05
-3.38,7.38572e-05
-3.37,7.87809e-05
-3.36,8.40153e-05
-3.35,8.95787e-05
-3.34,9.54907e-05
-3.33,0.000101771
-3.32,0.000108443
-3.31,0.000115527
-3.3,0.000123049
-3.29,0.000131032
-3.28,0.000139505
-3.27,0.000148494
-3.26,0.00015803
-3.25,0.000168143
-3.24,0.000178865
-3.23,0.000190231
-3.22,0.000202277
-3.21,0.000215041
-3.2,0.000228562
-3.19,0.000242883
-3.18,0.000258046
-3.17,0.000274099
-3.16,0.000291089
-3.15,0.000309068
-3.14,0.000328088
-3.13,0.000348205
-3.12,0.000369478
-3.11,0.000391968
-3.1,0.00041574
-3.09,0.000440861
-3.08,0.000467401
-3.07,0.000495435
-3.06,0.000525039
-3.05,0.000556295
-3.04,0.000589288
-3.03,0.000624106
-3.02,0.000660842
-3.01,0.000699592
-3,0.000740459
-2.99,0.000783547
-2.98,0.000828968
-2.97,0.000876836
-2.96,0.000927272
-2.95,0.000980402
-2.94,0.00103636
-2.93,0.00109527
-2.92,0.0011573
-2.91,0.00122257
-2.9,0.00129125
-2.89,0.00136351
-2.88,0.0014395
-2.87,0.0015194
-2.86,0.0016034
-2.85,0.00169168
-2.84,0.00178444
-2.83,0.00188189
-2.82,0.00198425
-2.81,0.00209172
-2.8,0.00220455
-2.79,0.00232296
-2.78,0.00244722
-2.77,0.00257758
-2.76,0.0027143
-2.75,0.00285766
-2.74,0.00300795
-2.73,0.00316548
-2.72,0.00333054
-2.71,0.00350346
-2.7,0.00368457
-2.69,0.00387422
-2.68,0.00407275
-2.67,0.00428055
-2.66,0.00449798
-2.65,0.00472545
-2.64,0.00496335
-2.63,0.00521212
-2.62,0.00547218
-2.61,0.00574398
-2.6,0.00602799
-2.59,0.00632469
-2.58,0.00663456
-2.57,0.00695811
-2.56,0.00729588
-2.55,0.00764839
-2.54,0.00801622
-2.53,0.00839992
-2.52,0.00880008
-2.51,0.00921733
-2.5,0.00965227
-2.49,0.0101056
-2.48,0.0105778
-2.47,0.0110698
-2.46,0.0115821
-2.45,0.0121156
-2.44,0.0126708
-2.43,0.0132486
-2.42,0.0138498
-2.41,0.0144751
-2.4,0.0151253
-2.39,0.0158014
-2.38,0.016504
-2.37,0.0172341
-2.36,0.0179927
-2.35,0.0187805
-2.34,0.0195985
-2.33,0.0204477
-2.32,0.021329
-2.31,0.0222435
-2.3,0.0231921
-2.29,0.0241759
-2.28,0.0251958
-2.27,0.0262531
-2.26,0.0273487
-2.25,0.0284837
-2.24,0.0296594
-2.23,0.0308768
-2.22,0.0321371
-2.21,0.0334414
-2.2,0.034791
-2.19,0.0361871
-2.18,0.037631
-2.17,0.0391237
-2.16,0.0406667
-2.15,0.0422612
-2.14,0.0439085
-2.13,0.0456099
-2.12,0.0473667
-2.11,0.0491802
-2.1,0.0510517
-2.09,0.0529828
-2.08,0.0549746
-2.07,0.0570285
-2.06,0.059146
-2.05,0.0613284
-2.04,0.063577
-2.03,0.0658934
-2.02,0.0682788
-2.01,0.0707348
-2,0.0732626
-1.99,0.0758636
-1.98,0.0785393
-1.97,0.0812911
-1.96,0.0841202
-1.95,0.0870282
-1.94,0.0900163
-1.93,0.0930859
-1.92,0.0962383
-1.91,0.0994749
-1.9,0.102797
-1.89,0.106206
-1.88,0.109703
-1.87,0.113289
-1.86,0.116965
-1.85,0.120734
-1.84,0.124595
-1.83,0.12855
-1.82,0.1326
-1.81,0.136747
-1.8,0.14099
-1.79,0.145332
-1.78,0.149772
-1.77,0.154313
-1.76,0.158954
-1.75,0.163697
-1.74,0.168542
-1.73,0.173491
-1.72,0.178543
-1.71,0.183699
-1.7,0.188959
-1.69,0.194325
-1.68,0.199796
-1.67,0.205373
-1.66,0.211055
-1.65,0.216844
-1.64,0.222739
-1.63,0.228739
-1.62,0.234846
-1.61,0.241058
-1.6,0.247375
-1.59,0.253797
-1.58,0.260324
-1.57,0.266954
-1.56,0.273688
-1.55,0.280523
-1.54,0.28746
-1.53,0.294497
-1.52,0.301634
-1.51,0.308867
-1.5,0.316198
-1.49,0.323623
-1.48,0.331141
-1.47,0.338751
-1.46,0.34645
-1.45,0.354237
-1.44,0.362109
-1.43,0.370064
-1.42,0.3781
-1.41,0.386214
-1.4,0.394404
-1.39,0.402666
-1.38,0.410997
-1.37,0.419395
-1.36,0.427856
-1.35,0.436377
-1.34,0.444955
-1.33,0.453584
-1.32,0.462263
-1.31,0.470987
-1.3,0.479751
-1.29,0.488551
-1.28,0.497384
-1.27,0.506244
-1.26,0.515127
-1.25,0.524028
-1.24,0.532943
-1.23,0.541865
-1.22,0.55079
-1.21,0.559712
-1.2,0.568627
-1.19,0.577527
-1.18,0.586409
-1.17,0.595265
-1.16,0.60409
-1.15,0.612877
-1.14,0.621621
-1.13,0.630315
-1.12,0.638953
-1.11,0.647528
-1.1,0.656034
-1.09,0.664464
-1.08,0.67281
-1.07,0.681067
-1.06,0.689227
-1.05,0.697284
-1.04,0.705229
-1.03,0.713057
-1.02,0.720759
-1.01,0.728329
-1,0.735759
-0.99,0.743042
-0.98,0.75017
-0.97,0.757136
-0.96,0.763933
-0.95,0.770554
-0.94,0.77699
-0.93,0.783234
-0.92,0.78928
-0.91,0.795119
-0.9,0.800745
-0.89,0.806149
-0.88,0.811325
-0.87,0.816266
-0.86,0.820964
-0.85,0.825413
-0.84,0.829604
-0.83,0.833533
-0.82,0.83719
-0.81,0.840571
-0.8,0.843668
-0.79,0.846475
-0.78,0.848985
-0.77,0.851192
-0.76,0.85309
-0.75,0.854674
-0.74,0.855938
-0.73,0.856875
-0.72,0.85748
-0.71,0.85775
-0.7,0.857677
-0.69,0.857258
-0.68,0.856488
-0.67,0.855362
-0.66,0.853877
-0.65,0.852028
-0.64,0.849812
-0.63,0.847226
-0.62,0.844265
-0.61,0.840928
-0.6,0.837212
-0.59,0.833113
-0.58,0.828631
-0.57,0.823764
-0.56,0.818509
-0.55,0.812865
-0.54,0.806833
-0.53,0.80041
-0.52,0.793597
-0.51,0.786394
-0.5,0.778801
-0.49,0.770818
-0.48,0.762447
-0.47,0.753689
-0.46,0.744545
-0.45,0.735018
-0.44,0.725109
-0.43,0.714821
-0.42,0.704157
-0.41,0.693121
-0.4,0.681715
-0.39,0.669944
-0.38,0.657812
-0.37,0.645322
-0.36,0.632482
-0.35,0.619294
-0.34,0.605765
-0.33,0.591901
-0.32,0.577708
-0.31,0.563191
-0.3,0.548359
-0.29,0.533217
-0.28,0.517773
-0.27,0.502035
-0.26,0.48601
-0.25,0.469707
-0.24,0.453133
-0.23,0.436298
-0.22,0.419211
-0.21,0.40188
-0.2,0.384316
-0.19,0.366527
-0.18,0.348523
-0.17,0.330315
-0.16,0.311912
-0.15,0.293325
-0.14,0.274565
-0.13,0.255643
-0.12,0.236569
-0.11,0.217354
-0.1,0.19801
-0.09,0.178548
-0.08,0.158979
-0.07,0.139316
-0.06,0.119569
-0.05,0.0997503
-0.04,0.0798721
-0.03,0.059946
-0.02,0.039984
-0.01,0.019998
0,0
0.01,-0.019998
0.02,-0.039984
0.03,-0.059946
0.04,-0.0798721
0.05,-0.0997503
0.06,-0.119569
0.07,-0.139316
0.08,-0.158979
0.09,-0.178548
0.1,-0.19801
0.11,-0.217354
0.12,-0.236569
0.13,-0.255643
0.14,-0.274565
0.15,-0.293325
0.16,-0.311912
0.17,-0.330315
0.18,-0.348523
0.19,-0.366527
0.2,-0.384316
0.21,-0.40188
0.22,-0.419211
0.23,-0.436298
0.24,-0.453133
0.25,-0.469707
0.26,-0.48601
0.27,-0.502035
0.28,-0.517773
0.29,-0.533217
0.3,-0.548359
0.31,-0.563191
0.32,-0.577708
0.33,-0.591901
0.34,-0.605765
0.35,-0.619294
0.36,-0.632482
0.37,-0.645322
0.38,-0.657812
0.39,-0.669944
0.4,-0.681715
0.41,-0.693121
0.42,-0.704157
0.43,-0.714821
0.44,-0.725109
0.45,-0.735018
0.46,-0.744545
0.47,-0.753689
0.48,-0.762447
0.49,-0.770818
0.5,-0.778801
0.51,-0.786394
0.52,-0.793597
0.53,-0.80041
0.54,-0.806833
0.55,-0.812865
0.56,-0.818509
0.57,-0.823764
0.58,-0.828631
0.59,-0.833113
0.6,-0.837212
0.61,-0.840928
0.62,-0.844265
0.63,-0.847226
0.64,-0.849812
0.65,-0.852028
0.66,-0.853877
0.67,-0.855362
0.68,-0.856488
0.69,-0.857258
0.7,-0.857677
0.71,-0.85775
0.72,-0.85748
0.73,-0.856875
0.74,-0.855938
0.75,-0.854674
0.76,-0.85309
0.77,-0.851192
0.78,-0.848985
0.79,-0.846475
0.8,-0.843668
0.81,-0.840571
0.82,-0.83719
0.83,-0.833533
0.84,-0.829604
0.85,-0.825413
0.86,-0.820964
0.87,-0.816266
0.88,-0.811325
0.89,-0.806149
0.9,-0.800745
0.91,-0.795119
0.92,-0.78928
0.93,-0.783234
0.94,-0.77699
0.95,-0.770554
0.96,-0.763933
0.97,-0.757136
0.98,-0.75017
0.99,-0.743042
1,-0.735759
1.01,-0.728329
1.02,-0.720759
1.03,-0.713057
1.04,-0.705229
1.05,-0.697284
1.06,-0.689227
1.07,-0.681067
1.08,-0.67281
1.09,-0.664464
1.1,-0.656034
1.11,-0.647528
1.12,-0.638953
1.13,-0.630315
1.14,-0.621621
1.15,-0.612877
1.16,-0.60409
1.17,-0.595265
1.18,-0.586409
1.19,-0.577527
1.2,-0.568627
1.21,-0.559712
1.22,-0.55079
1.23,-0.541865
1.24,-0.532943
1.25,-0.524028
1.26,-0.515127
1.27,-0.506244
1.28,-0.497384
1.29,-0.488551
1.3,-0.479751
1.31,-0.470987
1.32,-0.462263
1.33,-0.453584
1.34,-0.444955
1.35,-0.436377
1.36,-0.427856
1.37,-0.419395
1.38,-0.410997
1.39,-0.402666
1.4,-0.394404
1.41,-0.386214
1.42,-0.3781
1.43,-0.370064
1.44,-0.362109
1.45,-0.354237
1.46,-0.34645
1.47,-0.338751
1.48,-0.331141
1.49,-0.323623
1.5,-0.316198
1.51,-0.308867
1.52,-0.301634
1.53,-0.294497
1.54,-0.28746
1.55,-0.280523
1.56,-0.273688
1.57,-0.266954
1.58,-0.260324
1.59,-0.253797
1.6,-0.247375
1.61,-0.241058
1.62,-0.234846
1.63,-0.228739
1.64,-0.222739
1.65,-0.216844
1.66,-0.211055
1.67,-0.205373
1.68,-0.199796
1.69,-0.194325
1.7,-0.188959
1.71,-0.183699
1.72,-0.178543
1.73,-0.173491
1.74,-0.168542
1.75,-0.163697
1.76,-0.158954
1.77,-0.154313
1.78,-0.149772
1.79,-0.145332
1.8,-0.14099
1.81,-0.136747
1.82,-0.1326
1.83,-0.12855
1.84,-0.124595
1.85,-0.120734
1.86,-0.116965
1.87,-0.113289
1.88,-0.109703
1.89,-0.106206
1.9,-0.102797
1.91,-0.0994749
1.92,-0.0962383
1.93,-0.0930859
1.94,-0.0900163
1.95,-0.0870282
1.96,-0.0841202
1.97,-0.0812911
1.98,-0.0785393
1.99,-0.0758636
2,-0.0732626
2.01,-0.0707348
2.02,-0.0682788
2.03,-0.0658934
2.04,-0.063577
2.05,-0.0613284
2.06,-0.059146
2.07,-0.0570285
2.08,-0.0549746
2.09,-0.0529828
2.1,-0.0510517
2.11,-0.0491802
2.12,-0.0473667
2.13,-0.0456099
2.14,-0.0439085
2.15,-0.0422612
2.16,-0.0406667
2.17,-0.0391237
2.18,-0.037631
2.19,-0.0361871
2.2,-0.034791
2.21,-0.0334414
2.22,-0.0321371
2.23,-0.0308768
2.24,-0.0296594
2.25,-0.0284837
2.26,-0.0273487
2.27,-0.0262531
2.28,-0.0251958
2.29,-0.0241759
2.3,-0.0231921
2.31,-0.0222435
2.32,-0.021329
2.33,-0.0204477
2.34,-0.0195985
2.35,-0.0187805
2.36,-0.0179927
2.37,-0.0172341
2.38,-0.016504
2.39,-0.0158014
2.4,-0.0151253
2.41,-0.0144751
2.42,-0.0138498
2.43,-0.0132486
2.44,-0.0126708
2.45,-0.0121156
2.46,-0.0115821
2.47,-0.0110698
2.48,-0.0105778
2.49,-0.0101056
2.5,-0.00965227
2.51,-0.00921733
2.52,-0.00880008
2.53,-0.00839992
2.54,-0.00801622
2.55,-0.00764839
2.56,-0.00729588
2.57,-0.00695811
2.58,-0.00663456
2.59,-0.00632469
2.6,-0.00602799
2.61,-0.00574398
2.62,-0.00547218
2.63,-0.00521212
2.64,-0.00496335
2.65,-0.00472545
2.66,-0.00449798
2.67,-0.00428055
2.68,-0.00407275
2.69,-0.00387422
2.7,-0.00368457
2.71,-0.00350346
2.72,-0.00333054
2.73,-0.00316548
2.74,-0.00300795
2.75,-0.00285766
2.76,-0.0027143
2.77,-0.00257758
2.78,-0.00244722
